timestamp,municipality_id,usage,total_capacity
2017-06-07 10:57:30,7,1274,2019
2017-06-07 10:57:30,8,1092,2947
2017-06-07 10:57:30,6,1171,3113
2017-06-07 10:57:30,5,197,587
2017-06-07 10:57:30,0,486,2813
2017-06-07 10:57:30,4,2600,3893
2017-06-07 10:57:30,1,255,397
2017-06-07 11:30:28,2,652,697
2017-06-07 11:30:28,7,1309,2019
2017-06-07 11:30:28,0,499,2813
2017-06-07 11:30:28,1,263,397
2017-06-07 11:30:28,9,666,1332
2017-06-07 11:30:28,8,1099,2947
2017-06-07 11:30:28,5,208,587
2017-06-07 11:30:28,3,1259,1930
2017-06-07 11:30:28,6,1192,3113
2017-06-07 11:30:28,4,2647,3893
2017-06-07 12:03:29,6,1217,3113
2017-06-07 12:03:29,0,518,2813
2017-06-07 12:03:29,1,285,397
2017-06-07 12:03:29,9,706,1332
2017-06-07 12:03:29,8,1145,2947
2017-06-07 12:03:29,2,669,697
2017-06-07 12:03:29,4,2668,3893
2017-06-07 12:03:29,5,219,587
2017-06-07 12:03:29,7,1366,2019
2017-06-07 12:03:29,3,1265,1930
2017-06-07 12:30:28,9,705,1332
2017-06-07 12:30:28,0,507,2813
2017-06-07 12:30:28,3,1271,1930
2017-06-07 12:30:28,4,2678,3893
2017-06-07 12:30:28,7,1370,2019
2017-06-07 12:30:28,1,283,397
2017-06-07 12:30:28,2,674,697
2017-06-07 12:30:28,5,215,587
2017-06-07 12:30:28,8,1134,2947
2017-06-07 12:30:28,6,1205,3113
2017-06-07 13:04:28,9,708,1332
2017-06-07 13:04:28,2,676,697
2017-06-07 13:04:28,3,1276,1930
2017-06-07 13:04:28,8,1133,2947
2017-06-07 13:04:28,6,1199,3113
2017-06-07 13:04:28,1,295,397
2017-06-07 13:04:28,5,209,587
2017-06-07 13:04:28,0,520,2813
2017-06-07 13:04:28,7,1375,2019
2017-06-07 13:04:28,4,2685,3893
2017-06-07 13:30:29,8,1121,2947
2017-06-07 13:30:29,1,295,397
2017-06-07 13:30:29,0,516,2813
2017-06-07 13:30:29,3,1265,1930
2017-06-07 13:30:29,6,1167,3113
2017-06-07 13:30:29,7,1346,2019
2017-06-07 13:30:29,5,210,587
2017-06-07 13:30:29,4,2632,3893
2017-06-07 13:30:29,2,662,697
2017-06-07 13:30:29,9,693,1332
2017-06-07 14:03:28,0,503,2813
2017-06-07 14:03:28,4,2591,3893
2017-06-07 14:03:28,5,202,587
2017-06-07 14:03:28,7,1320,2019
2017-06-07 14:03:28,6,1134,3113
2017-06-07 14:03:28,3,1254,1930
2017-06-07 14:03:28,2,645,697
2017-06-07 14:03:28,9,684,1332
2017-06-07 14:03:28,1,295,397
2017-06-07 14:03:28,8,1121,2947
2017-06-07 14:30:32,2,625,697
2017-06-07 14:30:32,4,2507,3893
2017-06-07 14:30:32,7,1293,2019
2017-06-07 14:30:32,6,1096,3113
2017-06-07 14:30:32,9,677,1332
2017-06-07 14:30:32,1,289,397
2017-06-07 14:30:32,5,190,587
2017-06-07 14:30:32,8,1097,2947
2017-06-07 14:30:32,0,479,2813
2017-06-07 14:30:32,3,1214,1930
2017-06-07 15:04:30,1,269,397
2017-06-07 15:04:30,4,2364,3893
2017-06-07 15:04:30,3,1189,1930
2017-06-07 15:04:30,2,607,697
2017-06-07 15:04:30,0,443,2813
2017-06-07 15:04:30,5,181,587
2017-06-07 15:04:30,7,1231,2019
2017-06-07 15:04:30,8,1051,2947
2017-06-07 15:04:30,9,633,1332
2017-06-07 15:04:30,6,1048,3113
2017-06-07 15:30:32,9,611,1332
2017-06-07 15:30:32,1,262,397
2017-06-07 15:30:32,7,1193,2019
